,Unnamed: 0,doc_id,word,pos_tag,event,argument,coordinate,admin_level,phase_one_label
1174,1174.0,9.0,Bhavnagar,NNP,B-LOC,Place-Arg,"(21.746013932118366, 72.04927349639709)",2.0,Argument_Candidate
1175,1175.0,9.0,dan,CC,O,O,,,
1176,1176.0,9.0,dua,CDP,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1177,1177.0,9.0,korban,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1178,1178.0,9.0,tewas,JJ,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1179,1179.0,9.0,lainnya,NNG,O,O,,,
1180,1180.0,9.0,dari,IN,O,O,,,
1181,1181.0,9.0,disrik,VBT,O,O,,,
1182,1182.0,9.0,Rajkot,NNP,B-LOC,Place-Arg,"(22.011645000050645, 70.72023172903025)",2.0,Argument_Candidate
1183,1183.0,9.0,",",",",O,O,,,
1184,1184.0,9.0,"""","""",O,O,,,
1185,1185.0,9.0,terang,JJ,O,O,,,
1186,1186.0,9.0,seorang,NN,O,O,,,
1187,1187.0,9.0,pejabat,NN,O,O,,,
1188,1188.0,9.0,pada,IN,O,O,,,
1189,1189.0,9.0,ruang,NN,O,O,,,
1190,1190.0,9.0,kontrol,NN,O,O,,,
1191,1191.0,9.0,badan,NN,O,O,,,
1192,1192.0,9.0,penanggulangan,NN,O,O,,,
1193,1193.0,9.0,bencana,NN,O,O,,,
1194,1194.0,9.0,setempat,NN,O,O,,,
1195,1195.0,9.0,",",",",O,O,,,
1196,1196.0,9.0,seperti,IN,O,O,,,
1197,1197.0,9.0,dilansir,VBT,O,O,,,
1198,1198.0,9.0,AFP,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1199,1199.0,9.0,",",",",O,O,,,
1200,1200.0,9.0,Kamis,NNP,B-ARG,Time-Arg,,,Argument_Candidate
1201,1201.0,9.0,(,OP,O,O,,,
1202,1202.0,9.0,25/6/2015,DD,B-ARG,Time-Arg,,,Argument_Candidate
1203,1203.0,9.0,),CP,O,O,,,
1204,1204.0,10.0,Pikap,NNP,B-ARG,Vehicle-Arg,,,Argument_Candidate
1205,1205.0,10.0,Terguling,NNP,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1206,1206.0,10.0,di,IN,O,O,,,
1207,1207.0,10.0,Tol,NNP,B-ARG,Street-Arg,,,Argument_Candidate
1208,1208.0,10.0,JORR,NNP,I-ARG,Street-Arg,,,Argument_Candidate
1209,1209.0,10.0,",",",",O,O,,,
1210,1210.0,10.0,Pondok,NNP,B-PLOC,Place-Arg,"(-6.2649756,106.7818375)",3.0,Argument_Candidate
1211,1211.0,10.0,Indah,NNP,I-PLOC,,,,None
1212,1212.0,10.0,ke,IN,O,O,,,
1213,1213.0,10.0,Cilincing,NNP,B-PLOC,Place-Arg,"(-6.123697810179591, 106.93802723918002)",3.0,Argument_Candidate
1214,1214.0,10.0,Macet,NNP,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1215,1215.0,10.0,2,CDP,I-ARG,Length-Arg,,,Argument_Candidate
1216,1216.0,10.0,Kilometer,NND,I-ARG,Length-Arg,,,Argument_Candidate
1217,1217.0,10.0,-,-,O,O,,,
1218,1218.0,10.0,-,NNP,O,O,,,
1219,1219.0,10.0,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1.0,Argument_Candidate
1220,1220.0,10.0,-,-,O,O,,,
1221,1221.0,10.0,Mobil,NN,O,O,,,
1222,1222.0,10.0,pikap,NN,B-ARG,Vehicle-Arg,,,Argument_Candidate
1223,1223.0,10.0,terguling,VBI,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1224,1224.0,10.0,di,IN,O,O,,,
1225,1225.0,10.0,KM,NN,B-ARG,Point-Arg,,,Argument_Candidate
1226,1226.0,10.0,52,CDP,I-ARG,Point-Arg,,,Argument_Candidate
1227,1227.0,10.0,Tol,NNP,B-ARG,Place-Arg,,,Argument_Candidate
1228,1228.0,10.0,JORR,NNP,I-ARG,Place-Arg,,,Argument_Candidate
1229,1229.0,10.0,Pondok,NNP,B-LOC,Place-Arg,"(-6.2649756,106.7818375)",3.0,Argument_Candidate
1230,1230.0,10.0,Indah,NNP,I-LOC,Place-Arg,,,Argument_Candidate
1231,1231.0,10.0,arah,NN,O,O,,,
1232,1232.0,10.0,Cilincing,NNP,B-PLOC,To-Arg,"(-6.123697810179591, 106.93802723918002)",3.0,Argument_Candidate
1233,1233.0,10.0,pukul,NN,B-ARG,Time-Arg,,,Argument_Candidate
1234,1234.0,10.0,07.32,CD,I-ARG,Time-Arg,,,Argument_Candidate
1235,1235.0,10.0,WIB,NNP,I-ARG,Time-Arg,,,Argument_Candidate
1236,1236.0,10.0,Kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1237,1237.0,10.0,mengakibatkan,VBT,O,O,,,
1238,1238.0,10.0,kepadatan,NN,O,O,,,
1239,1239.0,10.0,kendaraan,NN,O,O,,,
1240,1240.0,10.0,hingga,IN,O,O,,,
1241,1241.0,10.0,2,CDP,B-ARG,Length-Arg,,,Argument_Candidate
1242,1242.0,10.0,kilometer,NND,I-ARG,Length-Arg,,,Argument_Candidate
1243,1243.0,10.0,Petugas,NN,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1244,1244.0,10.0,Jasa,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1245,1245.0,10.0,Marga,NN,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1246,1246.0,10.0,",",",",O,O,,,
1247,1247.0,10.0,Ani,NN,O,O,,,
1248,1248.0,10.0,saat,SC,O,O,,,
1249,1249.0,10.0,dikonfirmasi,VB,O,O,,,
1250,1250.0,10.0,mengatakan,VB,O,O,,,
1251,1251.0,10.0,",",",",O,O,,,
1252,1252.0,10.0,petugas,NN,O,O,,,
1253,1253.0,10.0,sudah,MD,O,O,,,
1254,1254.0,10.0,berada,VBI,O,O,,,
1255,1255.0,10.0,di,IN,O,O,,,
1256,1256.0,10.0,lokasi,NN,O,O,,,
1257,1257.0,10.0,kejadian,NN,O,O,,,
1258,1258.0,10.0,Belum,NEG,O,O,,,
1259,1259.0,10.0,diketahui,VBT,O,O,,,
1260,1260.0,10.0,ada,VBI,O,O,,,
1261,1261.0,10.0,tidaknya,NEG,O,O,,,
1262,1262.0,10.0,korban,NN,O,O,,,
1263,1263.0,10.0,akibat,IN,O,O,,,
1264,1264.0,10.0,kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1265,1265.0,10.0,"""","""",O,O,,,
1266,1266.0,10.0,Kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1267,1267.0,10.0,tepatnya,RB,O,O,,,
1268,1268.0,10.0,di,IN,O,O,,,
1269,1269.0,10.0,KM,NN,B-ARG,Point-Arg,,,Argument_Candidate
1270,1270.0,10.0,52+800,NN,I-ARG,Point-Arg,,,Argument_Candidate
1271,1271.0,10.0,yaitu,SC,O,O,,,
1272,1272.0,10.0,mobil,NN,B-ARG,Vehicle-Arg,,,Argument_Candidate
1273,1273.0,10.0,muatan,NN,O,O,,,
1274,1274.0,10.0,cat,NN,O,O,,,
1275,1275.0,10.0,dan,CC,O,O,,,
1276,1276.0,10.0,tiner,NN,O,O,,,
1277,1277.0,10.0,Akibatnya,NN,O,O,,,
1278,1278.0,10.0,kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1279,1279.0,10.0,macet,NN,B-EVE,JAM-EVENT,,,Trigger_Candidate
1280,1280.0,10.0,2,CDP,B-ARG,Length-Arg,,,Argument_Candidate
1281,1281.0,10.0,KM,NN,I-ARG,Length-Arg,,,Argument_Candidate
1282,1282.0,10.0,dari,IN,O,O,,,
1283,1283.0,10.0,Pondok,NNP,B-LOC,From-Arg,"(-6.2649756,106.7818375)",3.0,Argument_Candidate
1284,1284.0,10.0,Indah,NNP,I-LOC,From-Arg,,,Argument_Candidate
1285,1285.0,10.0,ke,IN,O,O,,,
1286,1286.0,10.0,Cilincing,NNP,B-LOC,To-Arg,"(-6.123697810179591, 106.93802723918002)",3.0,Argument_Candidate
1287,1287.0,10.0,"""","""",O,O,,,
1288,1288.0,10.0,ujar,VB,O,O,,,
1289,1289.0,10.0,Ani,NN,O,O,,,
1290,1290.0,10.0,pada,IN,O,O,,,
1291,1291.0,10.0,detikcom,NNP,B-ORG,Reporter-Arg,,,Argument_Candidate
1292,1292.0,10.0,",",",",O,O,,,
1293,1293.0,10.0,Rabu,NNP,B-ARG,Time-Arg,,,Argument_Candidate
1294,1294.0,10.0,(,OP,O,O,,,
1295,1295.0,10.0,30/9/2015,DD,B-ARG,Time-Arg,,,Argument_Candidate
1296,1296.0,10.0,),CP,O,O,,,
1297,1297.0,11.0,Korban,NN,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1298,1298.0,11.0,Tewas,JJ,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1299,1299.0,11.0,di,IN,O,O,,,
1300,1300.0,11.0,Plaza,NNP,B-ARG,Facility-Arg,,,Argument_Candidate
1301,1301.0,11.0,UOB,NNP,I-ARG,Facility-Arg,,,Argument_Candidate
1302,1302.0,11.0,Ditemukan,VBT,O,O,,,
1303,1303.0,11.0,di,IN,O,O,,,
1304,1304.0,11.0,Bawah,NN,O,O,,,
1305,1305.0,11.0,Mobil,NN,O,O,,,
1306,1306.0,11.0,di,IN,O,O,,,
1307,1307.0,11.0,Basement,NNP,O,O,,,
1308,1308.0,11.0,1,CD,O,O,,,
1309,1309.0,11.0,-,-,O,O,,,
1310,1310.0,11.0,-,NNP,O,O,,,
1311,1311.0,11.0,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1.0,Argument_Candidate
1312,1312.0,11.0,-,-,O,O,,,
1313,1313.0,11.0,Petugas,NN,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1314,1314.0,11.0,tim,NN,O,O,,,
1315,1315.0,11.0,evakuasi,NN,O,O,,,
1316,1316.0,11.0,kembali,RB,O,O,,,
1317,1317.0,11.0,menemukan,VBT,O,O,,,
1318,1318.0,11.0,korban,NN,B-ARG,Facility-Arg,,,Argument_Candidate
1319,1319.0,11.0,tewas,JJ,I-ARG,Facility-Arg,,,Argument_Candidate
1320,1320.0,11.0,di,IN,O,O,,,
1321,1321.0,11.0,Plaza,NNP,B-ARG,Facility-Arg,,,Argument_Candidate
1322,1322.0,11.0,UOB,NNP,I-ARG,Facility-Arg,,,Argument_Candidate
1323,1323.0,11.0,",",",",O,O,,,
1324,1324.0,11.0,Thamrin,NNP,B-ARG,Place-Arg,,,Argument_Candidate
1325,1325.0,11.0,Korban,NN,O,O,,,
1326,1326.0,11.0,diketahui,VBT,O,O,,,
1327,1327.0,11.0,bernama,VB,O,O,,,
1328,1328.0,11.0,Herdian,NNP,O,O,,,
1329,1329.0,11.0,Eko,NNP,O,O,,,
1330,1330.0,11.0,(,OP,O,O,,,
1331,1331.0,11.0,27,CD,O,O,,,
1332,1332.0,11.0,),CP,O,O,,,
1333,1333.0,11.0,Korban,NN,O,O,,,
1334,1334.0,11.0,merupakan,VB,O,O,,,
1335,1335.0,11.0,cleaning,FW,O,O,,,
1336,1336.0,11.0,service,NN,O,O,,,
1337,1337.0,11.0,di,IN,O,O,,,
1338,1338.0,11.0,gedung,NN,O,O,,,
1339,1339.0,11.0,itu,PR,O,O,,,
1340,1340.0,11.0,"""Korban",DT,O,O,,,
1341,1341.0,11.0,meninggal,VBI,O,O,,,
1342,1342.0,11.0,ditemukan,VBT,O,O,,,
1343,1343.0,11.0,di,IN,O,O,,,
1344,1344.0,11.0,bawah,NN,O,O,,,
1345,1345.0,11.0,mobil,NN,O,O,,,
1346,1346.0,11.0,Kondisi,NN,O,O,,,
1347,1347.0,11.0,tubuh,NN,O,O,,,
1348,1348.0,11.0,korban,NN,O,O,,,
1349,1349.0,11.0,sudah,RB,O,O,,,
1350,1350.0,11.0,bengkak,JJ,O,O,,,
1351,1351.0,11.0,",",",",O,O,,,
1352,1352.0,11.0,"""","""",O,O,,,
1353,1353.0,11.0,kata,VB,O,O,,,
1354,1354.0,11.0,Kadis,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1355,1355.0,11.0,Damkar,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1356,1356.0,11.0,DKI,NNP,B-PLOC,Place-Arg,"(-6.197602429787846, 106.83139222722116)",1.0,Argument_Candidate
1357,1357.0,11.0,Paimin,NNP,O,O,,,
1358,1358.0,11.0,Napitupulu,NNP,O,O,,,
1359,1359.0,11.0,di,IN,O,O,,,
1360,1360.0,11.0,lokasi,NN,O,O,,,
1361,1361.0,11.0,",",",",O,O,,,
1362,1362.0,11.0,Sabtu,NNP,B-ARG,Time-Arg,,,Argument_Candidate
1363,1363.0,11.0,(,OP,O,O,,,
1364,1364.0,11.0,19/1/2013,DD,B-ARG,Time-Arg,,,Argument_Candidate
1365,1365.0,11.0,),CP,O,O,,,
1366,1366.0,11.0,Korban,NNP,O,O,,,
1367,1367.0,11.0,ditemukan,VBT,O,O,,,
1368,1368.0,11.0,pukul,NN,B-ARG,Time-Arg,,,Argument_Candidate
1369,1369.0,11.0,15.05,CD,I-ARG,Time-Arg,,,Argument_Candidate
1370,1370.0,11.0,WIB,NNP,I-ARG,Time-Arg,,,Argument_Candidate
1371,1371.0,11.0,Jasad,NN,O,O,,,
1372,1372.0,11.0,korban,NN,O,O,,,
1373,1373.0,11.0,langsung,RB,O,O,,,
1374,1374.0,11.0,dimasukkan,VB,O,O,,,
1375,1375.0,11.0,ke,IN,O,O,,,
1376,1376.0,11.0,kantung,NN,O,O,,,
1377,1377.0,11.0,mayat,NN,O,O,,,
1378,1378.0,11.0,dan,CC,O,O,,,
1379,1379.0,11.0,dibawa,VB,O,O,,,
1380,1380.0,11.0,ke,IN,O,O,,,
1381,1381.0,11.0,RSCM,NNP,B-ORG,Hospital-Arg,,,Argument_Candidate
1382,1382.0,11.0,"""","""",O,O,,,
1383,1383.0,11.0,Korban,NN,O,O,,,
1384,1384.0,11.0,ditemukan,VBT,O,O,,,
1385,1385.0,11.0,di,IN,O,O,,,
1386,1386.0,11.0,basement,NN,O,O,,,
1387,1387.0,11.0,"1,",CDP,O,O,,,
1388,1388.0,11.0,"""","""",O,O,,,
1389,1389.0,11.0,jelasnya,NN,O,O,,,
1390,1390.0,11.0,Kondisi,JJ,O,O,,,
1391,1391.0,11.0,di,IN,O,O,,,
1392,1392.0,11.0,lokasi,NN,O,O,,,
1393,1393.0,11.0,",",",",O,O,,,
1394,1394.0,11.0,banjir,NN,B-EVE,FLOOD-EVENT,,,Trigger_Candidate
1395,1395.0,11.0,di,IN,O,O,,,
1396,1396.0,11.0,basement,NN,O,O,,,
1397,1397.0,11.0,1,CD,O,O,,,
1398,1398.0,11.0,sudah,MD,O,O,,,
1399,1399.0,11.0,surut,JJ,O,O,,,
1400,1400.0,11.0,",",",",O,O,,,
1401,1401.0,11.0,tetapi,CC,O,O,,,
1402,1402.0,11.0,di,IN,O,O,,,
1403,1403.0,11.0,basement,NN,O,O,,,
1404,1404.0,11.0,2,CD,O,O,,,
1405,1405.0,11.0,masih,MD,O,O,,,
1406,1406.0,11.0,tergenang,VBI,O,O,,,
1407,1407.0,11.0,Evakuasi,NNP,B-EVE,,,,None
1408,1408.0,11.0,terus,RB,O,O,,,
1409,1409.0,11.0,dilakukan,VB,O,O,,,
1410,1410.0,12.0,Wali,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1411,1411.0,12.0,Kota,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1412,1412.0,12.0,:,:,O,O,,,
1413,1413.0,12.0,Korban,NN,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1414,1414.0,12.0,Jiwa,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1415,1415.0,12.0,Bisa,MD,O,O,,,
1416,1416.0,12.0,Lebih,RB,O,O,,,
1417,1417.0,12.0,dari,IN,O,O,,,
1418,1418.0,12.0,100,CDP,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1419,1419.0,12.0,Orang,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1420,1420.0,12.0,-,-,O,O,,,
1421,1421.0,12.0,-,-,O,O,,,
1422,1422.0,12.0,Foto,NN,O,O,,,
1423,1423.0,12.0,:,NNP,O,O,,,
1424,1424.0,12.0,PoolTaipei,NNP,O,O,,,
1425,1425.0,12.0,",",",",O,O,,,
1426,1426.0,12.0,-,-,O,O,,,
1427,1427.0,12.0,Korban,NN,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1428,1428.0,12.0,jiwa,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1429,1429.0,12.0,akibat,IN,O,O,,,
1430,1430.0,12.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
1431,1431.0,12.0,"6,4",CD,B-ARG,Strength-Arg,,,Argument_Candidate
1432,1432.0,12.0,Skala,NN,I-ARG,Strength-Arg,,,Argument_Candidate
1433,1433.0,12.0,Richter,NNP,I-ARG,Strength-Arg,,,Argument_Candidate
1434,1434.0,12.0,(,OP,O,O,,,
1435,1435.0,12.0,SR,NNP,O,O,,,
1436,1436.0,12.0,),CP,O,O,,,
1437,1437.0,12.0,di,IN,O,O,,,
1438,1438.0,12.0,kota,NN,B-LOC,Place-Arg,"(23.14866450719771, 120.33236160219855)",2.0,Argument_Candidate
1439,1439.0,12.0,Tainan,NNP,I-LOC,Place-Arg,,,Argument_Candidate
1440,1440.0,12.0,",",",",O,O,,,
1441,1441.0,12.0,Taiwan,NNP,B-PLOC,Place-Arg,"(24.119811469350566, 120.75584580341844)",0.0,Argument_Candidate
1442,1442.0,12.0,selatan,NNP,O,O,,,
1443,1443.0,12.0,terus,RB,O,O,,,
1444,1444.0,12.0,bertambah,VBI,O,O,,,
1445,1445.0,12.0,Sejauh,NN,O,O,,,
1446,1446.0,12.0,ini,PR,O,O,,,
1447,1447.0,12.0,",",",",O,O,,,
1448,1448.0,12.0,sudah,MD,O,O,,,
1449,1449.0,12.0,38,CDP,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1450,1450.0,12.0,orang,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1451,1451.0,12.0,yang,SC,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1452,1452.0,12.0,ditemukan,VBT,O,O,,,
1453,1453.0,12.0,tewas,JJ,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1454,1454.0,12.0,usai,IN,O,O,,,
1455,1455.0,12.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
1456,1456.0,12.0,yang,SC,O,O,,,
1457,1457.0,12.0,terjadi,VBI,O,O,,,
1458,1458.0,12.0,dua,CDP,O,O,,,
1459,1459.0,12.0,hari,NN,O,O,,,
1460,1460.0,12.0,lalu,JJ,O,O,,,
1461,1461.0,12.0,Namun,CC,O,O,,,
1462,1462.0,12.0,wali,NNP,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1463,1463.0,12.0,kota,NNP,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1464,1464.0,12.0,Tainan,NNP,B-PLOC,Place-Arg,"(23.14866450719771, 120.33236160219855)",2.0,Argument_Candidate
1465,1465.0,12.0,mengingatkan,VB,O,O,,,
1466,1466.0,12.0,",",",",O,O,,,
1467,1467.0,12.0,jumlah,NN,O,O,,,
1468,1468.0,12.0,korban,NN,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1469,1469.0,12.0,jiwa,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1470,1470.0,12.0,bisa,MD,O,O,,,
1471,1471.0,12.0,mencapai,VB,O,O,,,
1472,1472.0,12.0,lebih,RB,O,O,,,
1473,1473.0,12.0,dari,IN,O,O,,,
1474,1474.0,12.0,100,CDP,B-ARG,DeathVictim-Arg,,,Argument_Candidate
1475,1475.0,12.0,orang,NN,I-ARG,DeathVictim-Arg,,,Argument_Candidate
1476,1476.0,12.0,Upaya,NN,O,O,,,
1477,1477.0,12.0,pencarian,NN,O,O,,,
1478,1478.0,12.0,korban,NN,O,O,,,
1479,1479.0,12.0,terus,RB,O,O,,,
1480,1480.0,12.0,dilakukan,VB,O,O,,,
1481,1481.0,12.0,dan,CC,O,O,,,
1482,1482.0,12.0,difokuskan,VBT,O,O,,,
1483,1483.0,12.0,di,IN,O,O,,,
1484,1484.0,12.0,area,NN,O,O,,,
1485,1485.0,12.0,reruntuhan,NN,O,O,,,
1486,1486.0,12.0,gedung,NN,B-ARG,Facility-Arg,,,Argument_Candidate
1487,1487.0,12.0,Wei,NNP,I-ARG,Facility-Arg,,,Argument_Candidate
1488,1488.0,12.0,-,-,O,O,,,
1489,1489.0,12.0,guan,NN,O,O,,,
1490,1490.0,12.0,Golden,NNP,B-ARG,Facility-Arg,,,Argument_Candidate
1491,1491.0,12.0,Dragon,NNP,I-ARG,Facility-Arg,,,Argument_Candidate
1492,1492.0,12.0,Building,NNP,I-ARG,Facility-Arg,,,Argument_Candidate
1493,1493.0,12.0,di,IN,O,O,,,
1494,1494.0,12.0,kota,NN,B-LOC,Place-Arg,"(23.14866450719771, 120.33236160219855)",2.0,Argument_Candidate
1495,1495.0,12.0,Tainan,NNP,I-LOC,Place-Arg,,,Argument_Candidate
1496,1496.0,12.0,Gedung,NNP,O,O,,,
1497,1497.0,12.0,berlantai,VBT,O,O,,,
1498,1498.0,12.0,17,CDP,O,O,,,
1499,1499.0,12.0,tersebut,DT,O,O,,,
1500,1500.0,12.0,ambruk,NN,O,O,,,
1501,1501.0,12.0,akibat,IN,O,O,,,
1502,1502.0,12.0,gempa,NN,B-EVE,QUAKE-EVENT,,,Trigger_Candidate
1503,1503.0,12.0,yang,SC,O,O,,,
1504,1504.0,12.0,terjadi,VB,O,O,,,
1505,1505.0,12.0,pada,IN,O,O,,,
1506,1506.0,12.0,Sabtu,NNP,B-ARG,Time-Arg,,,Argument_Candidate
1507,1507.0,12.0,",",",",O,O,,,
1508,1508.0,12.0,6,CD,O,O,,,
1509,1509.0,12.0,Februari,NNP,O,O,,,
1510,1510.0,12.0,lalu,VB,O,O,,,
1511,1511.0,12.0,Di,IN,O,O,,,
1512,1512.0,12.0,gedung,NN,O,O,,,
1513,1513.0,12.0,tersebut,PR,O,O,,,
1514,1514.0,12.0,",",",",O,O,,,
1515,1515.0,12.0,117,CD,B-ARG,MissingPerson-Arg,,,Argument_Candidate
1516,1516.0,12.0,orang,NN,I-ARG,MissingPerson-Arg,,,Argument_Candidate
1517,1517.0,12.0,tercatat,VB,I-ARG,MissingPerson-Arg,,,Argument_Candidate
1518,1518.0,12.0,masih,MD,I-ARG,MissingPerson-Arg,,,Argument_Candidate
1519,1519.0,12.0,hilang,VBI,I-ARG,MissingPerson-Arg,,,Argument_Candidate
1520,1520.0,12.0,dan,CC,O,O,,,
1521,1521.0,12.0,diperkirakan,VBT,O,O,,,
1522,1522.0,12.0,tertimpa,VBI,O,O,,,
1523,1523.0,12.0,puing,NN,O,O,,,
1524,1524.0,12.0,-,-,O,O,,,
1525,1525.0,12.0,puing,NN,O,O,,,
1526,1526.0,12.0,Wali,NN,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1527,1527.0,12.0,kota,NN,I-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1528,1528.0,12.0,Tainan,NNP,B-LOC,Place-Arg,"(23.14866450719771, 120.33236160219855)",2.0,Argument_Candidate
1529,1529.0,12.0,",",",",O,O,,,
1530,1530.0,12.0,William,NNP,O,O,,,
1531,1531.0,12.0,Lai,NNP,O,O,,,
1532,1532.0,12.0,mengatakan,VB,O,O,,,
1533,1533.0,12.0,",",",",O,O,,,
1534,1534.0,12.0,upaya,NN,O,O,,,
1535,1535.0,12.0,penyelamatan,NN,O,O,,,
1536,1536.0,12.0,kini,RB,O,O,,,
1537,1537.0,12.0,telah,MD,O,O,,,
1538,1538.0,12.0,memasuki,VBT,O,O,,,
1539,1539.0,12.0,apa,WP,O,O,,,
1540,1540.0,12.0,yang,SC,O,O,,,
1541,1541.0,12.0,disebutnya,VB,O,O,,,
1542,1542.0,12.0,sebagai,IN,O,O,,,
1543,1543.0,12.0,"""","""",O,O,,,
1544,1544.0,12.0,tahap,NN,O,O,,,
1545,1545.0,12.0,ketiga,CDO,O,O,,,
1546,1546.0,12.0,"""","""",O,O,,,
1547,1547.0,13.0,4,CD,B-ARG,AffectedVehicle-Arg,,,Argument_Candidate
1548,1548.0,13.0,Kendaraan,NN,I-ARG,AffectedVehicle-Arg,,,Argument_Candidate
1549,1549.0,13.0,Kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1550,1550.0,13.0,Beruntun,NN,I-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1551,1551.0,13.0,di,IN,O,O,,,
1552,1552.0,13.0,KM,NN,B-ARG,Point-Arg,,,Argument_Candidate
1553,1553.0,13.0,33,NNP,I-ARG,Point-Arg,,,Argument_Candidate
1554,1554.0,13.0,Tol,NNP,B-ARG,Street-Arg,,,Argument_Candidate
1555,1555.0,13.0,Jagorawi,NNP,I-ARG,Street-Arg,,,Argument_Candidate
1556,1556.0,13.0,Arah,NN,O,O,,,
1557,1557.0,13.0,Jakarta,NNP,B-PLOC,To-Arg,"(-6.197602429787846, 106.83139222722116)",1.0,Argument_Candidate
1558,1558.0,13.0,-,NNP,O,O,,,
1559,1559.0,13.0,-,-,O,O,,,
1560,1560.0,13.0,Foto,NN,O,O,,,
1561,1561.0,13.0,:,NNP,O,O,,,
1562,1562.0,13.0,-,-,O,O,,,
1563,1563.0,13.0,Empat,CDP,B-ARG,AffectedVehicle-Arg,,,Argument_Candidate
1564,1564.0,13.0,kendaraan,NN,I-ARG,AffectedVehicle-Arg,,,Argument_Candidate
1565,1565.0,13.0,kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1566,1566.0,13.0,beruntun,VBI,I-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1567,1567.0,13.0,di,IN,O,O,,,
1568,1568.0,13.0,KM,NN,B-ARG,Point-Arg,,,Argument_Candidate
1569,1569.0,13.0,33+800,NN,I-ARG,Point-Arg,,,Argument_Candidate
1570,1570.0,13.0,Tol,NNP,B-ARG,Street-Arg,,,Argument_Candidate
1571,1571.0,13.0,Jagorawi,NNP,I-ARG,Street-Arg,,,Argument_Candidate
1572,1572.0,13.0,yang,SC,O,O,,,
1573,1573.0,13.0,mengarah,VBI,O,O,,,
1574,1574.0,13.0,ke,IN,O,O,,,
1575,1575.0,13.0,Jakarta,NNP,B-PLOC,To-Arg,"(-6.197602429787846, 106.83139222722116)",1.0,Argument_Candidate
1576,1576.0,13.0,Petugas,NN,B-ORG,OfficerOfficial-Arg,,,Argument_Candidate
1577,1577.0,13.0,masih,MD,O,O,,,
1578,1578.0,13.0,melakukan,VB,O,O,,,
1579,1579.0,13.0,evakuasi,NN,O,O,,,
1580,1580.0,13.0,kendaraan,NN,O,O,,,
1581,1581.0,13.0,tersebut,PR,O,O,,,
1582,1582.0,13.0,"""","""",O,O,,,
1583,1583.0,13.0,Kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,,Trigger_Candidate
1584,1584.0,13.0,terjadi,VB,O,O,,,
1585,1585.0,13.0,di,IN,O,O,,,
1586,1586.0,13.0,lajur,NN,O,O,,,
1587,1587.0,13.0,2,CD,O,O,,,
1588,1588.0,13.0,dan,CC,O,O,,,
1589,1589.0,13.0,3,CDP,O,O,,,
