,doc_id,word,pos_tag,event,argument,coordinate,admin_level
3259,23,di,IN,O,O,,
3260,23,Pulogadung,NNP,B-LOC,Place-Arg,"(-6.195944373337625, 106.89063083550236)",3
3261,23,Terbakar,NNP,B-EVE,FIRE-EVENT,,
3262,23,",",",",O,O,,
3263,23,12,CD,B-ARG,DispatchedTrucks-Arg,,
3264,23,Damkar,NNP,I-ARG,DispatchedTrucks-Arg,,
3265,23,Dikerahkan,VB,O,O,,
3266,23,-,NNP,O,O,,
3267,23,-,-,O,O,,
3268,23,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1
3269,23,-,-,O,O,,
3270,23,Si,DT,O,O,,
3271,23,jago,NN,O,O,,
3272,23,merah,JJ,O,O,,
3273,23,mengamuk,VBT,O,O,,
3274,23,di,IN,O,O,,
3275,23,PT,NNP,B-ORG,Facility-Arg,,
3276,23,Antam,NNP,I-ORG,Facility-Arg,,
3277,23,di,IN,O,O,,
3278,23,Pulogadung,NNP,B-LOC,Place-Arg,"(-6.195944373337625, 106.89063083550236)",3
3279,23,",",",",O,O,,
3280,23,Jakarta,NNP,B-PLOC,Place-Arg,"(-6.253493193386638, 106.88971076153182)",2
3281,23,Timur,NNP,I-PLOC,Place-Arg,,
3282,23,Sebanyak,CDI,O,O,,
3283,23,12,CDP,B-ARG,DispatchedTrucks-Arg,,
3284,23,mobil,NN,I-ARG,DispatchedTrucks-Arg,,
3285,23,pemadam,NN,B-ORG,OfficerOfficial-Arg,,
3286,23,kebakaran,NN,I-ORG,OfficerOfficial-Arg,,
3287,23,Jakarta,NNP,B-PLOC,Place-Arg,"(-6.253493193386638, 106.88971076153182)",2
3288,23,Timur,NNP,I-PLOC,Place-Arg,,
3289,23,merapat,VBT,O,O,,
3290,23,ke,IN,O,O,,
3291,23,lokasi,NN,O,O,,
3292,23,untuk,IN,O,O,,
3293,23,memadamkan,VBT,B-EVE,FIRE-EVENT,,
3294,23,api,NN,I-EVE,FIRE-EVENT,,
3295,23,Petugas,NN,B-ORG,OfficerOfficial-Arg,,
3296,23,Suku,NN,I-ORG,OfficerOfficial-Arg,,
3297,23,Dinas,NN,I-ORG,OfficerOfficial-Arg,,
3298,23,Pemadam,NN,I-ORG,OfficerOfficial-Arg,,
3299,23,Kebakaran,NN,B-EVE,FIRE-EVENT,,
3300,23,Jakarta,NNP,B-PLOC,Place-Arg,"(-6.253493193386638, 106.88971076153182)",2
3301,23,Timur,NN,I-PLOC,Place-Arg,,
3302,23,awalnya,NN,O,O,,
3303,23,menerima,VB,O,O,,
3304,23,informasi,NN,O,O,,
3305,23,kebakaran,NN,B-EVE,FIRE-EVENT,,
3306,23,ini,PR,O,O,,
3307,23,dari,IN,O,O,,
3308,23,masyarakat,NN,O,O,,
3309,23,yang,SC,O,O,,
3310,23,memberi,VB,O,O,,
3311,23,tahu,VB,O,O,,
3312,23,ada,VB,O,O,,
3313,23,asap,NN,O,O,,
3314,23,tebal,JJ,O,O,,
3315,23,yang,SC,O,O,,
3316,23,membubung,VBI,O,O,,
3317,23,tinggi,JJ,O,O,,
3318,23,di,IN,O,O,,
3319,23,PT,NNP,B-ARG,Facility-Arg,,
3320,23,Antam,NNP,I-ARG,Facility-Arg,,
3321,23,",",",",O,O,,
3322,23,yang,SC,O,O,,
3323,23,berada,VBI,O,O,,
3324,23,di,IN,O,O,,
3325,23,Jalan,NN,B-ARG,Street-Arg,,
3326,23,Raya,NNP,I-ARG,Street-Arg,,
3327,23,Pemuda,NN,I-ARG,Street-Arg,,
3328,23,-,-,O,O,,
3329,23,Jalan,NN,B-ARG,Street-Arg,,
3330,23,Raya,NNP,I-ARG,Street-Arg,,
3331,23,Bekasi,NN,I-ARG,Street-Arg,,
3332,23,KM,NN,B-ARG,Point-Arg,,
3333,23,18,CD,I-ARG,Point-Arg,,
3334,23,",",",",O,O,,
3335,23,sekitar,CDI,O,O,,
3336,23,pukul,NN,B-ARG,Time-Arg,,
3337,23,05.35,CD,I-ARG,Time-Arg,,
3338,23,WIB,NN,I-ARG,Time-Arg,,
3339,23,"""","""",O,O,,
3340,23,Terjadi,NN,O,O,,
3341,23,kebakaran,NN,B-EVE,FIRE-EVENT,,
3342,23,di,IN,O,O,,
3343,23,PT,NNP,B-ORG,Facility-Arg,,
3344,23,Antam,NNP,I-ORG,Facility-Arg,,
3345,23,Pulogadung,NNP,B-LOC,Place-Arg,"(-6.195944373337625, 106.89063083550236)",3
3346,23,Sebanyak,CDI,O,O,,
3347,23,12,CDP,B-ARG,DispatchedTrucks-Arg,,
3348,23,unit,NN,I-ARG,DispatchedTrucks-Arg,,
3349,23,kami,PRP,O,O,,
3350,23,kerahkan,NN,O,O,,
3351,23,ke,IN,O,O,,
3352,23,lokasi,NN,O,O,,
3353,23,",",",",O,O,,
3354,23,"""","""",O,O,,
3355,23,ujar,VB,O,O,,
3356,23,Kepala,NN,B-ORG,OfficerOfficial-Arg,,
3357,23,Seksi,NN,I-ORG,OfficerOfficial-Arg,,
3358,23,Operasi,NN,I-ORG,OfficerOfficial-Arg,,
3359,23,Damkar,NNP,I-ORG,OfficerOfficial-Arg,,
3360,23,Jakarta,NNP,B-PLOC,Place-Arg,"(-6.253493193386638, 106.88971076153182)",2
3361,23,Timur,NNP,I-PLOC,,,
3362,23,Gatot,NNP,O,O,,
3363,23,Sulaiman,NNP,O,O,,
3364,23,dalam,IN,O,O,,
3365,23,keterangan,NN,O,O,,
3366,23,yang,SC,O,O,,
3367,23,diterima,VB,O,O,,
3368,23,detikcom,NN,B-ORG,Reporter-Arg,,
3369,23,",",",",O,O,,
3370,23,Senin,NNP,B-ARG,Time-Arg,,
3371,23,(,OP,O,O,,
3372,23,16/1/2017,DD,B-ARG,Time-Arg,,
3373,23,),CP,O,O,,
3374,24,Ketinggian,NN,O,O,,
3375,24,Air,FW,O,O,,
3376,24,di,IN,O,O,,
3377,24,Kampung,NNP,B-LOC,Place-Arg,"(-3.220507894108893, 107.64114141584496)",4
3378,24,Melayu,NNP,I-LOC,Place-Arg,,
3379,24,Sudah,MD,O,O,,
3380,24,Mencapai,VB,O,O,,
3381,24,Sepinggang,NNP,B-ARG,Height-Arg,,
3382,24,-,NNP,O,O,,
3383,24,-,-,O,O,,
3384,24,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",1
3385,24,-,-,O,O,,
3386,24,Kawasan,NN,O,O,,
3387,24,langganan,NN,O,O,,
3388,24,banjir,NN,B-EVE,FLOOD-EVENT,,
3389,24,",",",",O,O,,
3390,24,Kampung,NNP,B-LOC,Place-Arg,"(-3.220507894108893, 107.64114141584496)",4
3391,24,Melayu,NNP,I-LOC,Place-Arg,,
3392,24,",",",",O,O,,
3393,24,kembali,RB,O,O,,
3394,24,harus,MD,O,O,,
3395,24,terendam,VB,B-EVE,FLOOD-EVENT,,
3396,24,akibat,IN,O,O,,
3397,24,meningkatnya,NN,O,O,,
3398,24,debit,NN,O,O,,
3399,24,air,NN,O,O,,
3400,24,sungai,NN,B-ARG,Cause-Arg,,
3401,24,Ciliwung,NNP,I-ARG,Cause-Arg,,
3402,24,Ketinggian,NN,B-ARG,Height-Arg,,
3403,24,air,NN,I-ARG,Height-Arg,,
3404,24,beragam,VBI,O,O,,
3405,24,",",",",O,O,,
3406,24,ada,VB,O,O,,
3407,24,yang,SC,O,O,,
3408,24,sepinggang,RB,B-ARG,Height-Arg,,
3409,24,bahkan,RB,O,O,,
3410,24,ada,VBI,O,O,,
3411,24,juga,RB,O,O,,
3412,24,yang,SC,O,O,,
3413,24,sudah,MD,O,O,,
3414,24,seleher,VB,B-ARG,Height-Arg,,
3415,24,orang,NN,O,O,,
3416,24,dewasa,JJ,O,O,,
3417,24,Air,NN,O,O,,
3418,24,di,IN,O,O,,
3419,24,Gang,NNP,O,O,,
3420,24,Anwar,NNP,O,O,,
3421,24,",",",",O,O,,
3422,24,Kelurahan,NNP,B-LOC,Place-Arg,"(-3.220507894108893, 107.64114141584496)",4
3423,24,Kampung,NNP,I-LOC,Place-Arg,,
3424,24,Melayu,NNP,I-LOC,Place-Arg,,
3425,24,",",",",O,O,,
3426,24,Jakarta,NNP,B-PLOC,Place-Arg,"(-6.253493193386638, 106.88971076153182)",2
3427,24,Timur,NNP,I-PLOC,Place-Arg,,
3428,24,",",",",O,O,,
3429,24,pada,IN,O,O,,
3430,24,pukul,NN,B-ARG,Time-Arg,,
3431,24,03.00,CDP,I-ARG,Time-Arg,,
3432,24,WIB,NN,I-ARG,Time-Arg,,
3433,24,tadi,NN,O,O,,
3434,24,awalnya,NN,O,O,,
3435,24,hanya,RB,O,O,,
3436,24,semata,NN,O,O,,
3437,24,kaki,NN,O,O,,
3438,24,saja,RB,O,O,,
3439,24,Namun,CC,O,O,,
3440,24,air,NN,O,O,,
3441,24,meningkat,VB,O,O,,
3442,24,cepat,JJ,O,O,,
3443,24,masuk,VB,O,O,,
3444,24,ke,IN,O,O,,
3445,24,kawasan,NN,O,O,,
3446,24,yang,SC,O,O,,
3447,24,letaknya,NN,O,O,,
3448,24,persis,NN,O,O,,
3449,24,di,IN,O,O,,
3450,24,RS,NNP,B-ARG,Facility-Arg,,
3451,24,Hermina,NNP,I-ARG,Facility-Arg,,
3452,24,ini,PR,O,O,,
3453,24,"""","""",O,O,,
3454,24,Tidak,NEG,O,O,,
3455,24,sampai,IN,O,O,,
3456,24,setengah,NN,O,O,,
3457,24,jam,NN,O,O,,
3458,24,",",",",O,O,,
3459,24,air,NN,O,O,,
3460,24,sudah,RB,O,O,,
3461,24,sedengkul,CC,B-ARG,Height-Arg,,
3462,24,"""","""",O,O,,
3463,24,kata,VB,O,O,,
3464,24,salah,JJ,O,O,,
3465,24,satu,CDP,O,O,,
3466,24,warga,NN,O,O,,
3467,24,RW,NN,B-ARG,Place-Arg,,
3468,24,012,CD,I-ARG,Place-Arg,,
3469,24,RT,SYM,I-ARG,Place-Arg,,
3470,24,01,CD,I-ARG,Place-Arg,,
3471,24,",",",",O,O,,
3472,24,Heri,NNP,O,O,,
3473,24,saat,NN,O,O,,
3474,24,di,IN,O,O,,
3475,24,temui,NN,O,O,,
3476,24,di,IN,O,O,,
3477,24,lokasi,NN,O,O,,
3478,24,",",",",O,O,,
3479,24,Selasa,NNP,B-ARG,Time-Arg,,
3480,24,(,OP,O,O,,
3481,24,5/3/2013,DD,B-ARG,Time-Arg,,
3482,24,),CP,O,O,,
3483,24,"""","""",O,O,,
3484,24,Tadi,3,O,O,,
3485,24,jam,NN,O,O,,
3486,24,5,CDP,O,O,,
3487,24,airnya,NN,O,O,,
3488,24,naik,VBI,O,O,,
3489,24,lagi,RB,O,O,,
3490,24,sampai,IN,O,O,,
3491,24,sedada,CC,B-ARG,Height-Arg,,
3492,24,Airnya,NN,O,O,,
3493,24,dingin,JJ,O,O,,
3494,24,banget,NN,O,O,,
3495,24,",",",",O,O,,
3496,24,"""","""",O,O,,
3497,24,keluh,NN,O,O,,
3498,24,Heri,NNP,O,O,,
3499,24,Meski,NNP,O,O,,
3500,24,begitu,PR,O,O,,
3501,24,",",",",O,O,,
3502,24,sebagian,CDI,O,O,,
3503,24,warga,NN,O,O,,
3504,24,belum,NEG,O,O,,
3505,24,ada,VBI,O,O,,
3506,24,yang,SC,O,O,,
3507,24,meninggalkan,VBT,O,O,,
3508,24,rumah,NN,O,O,,
3509,24,mereka,PRP,O,O,,
3510,24,Listrik,NNP,O,O,,
3511,24,sendiri,JJ,O,O,,
3512,24,di,IN,O,O,,
3513,24,kawasan,NN,O,O,,
3514,24,ini,PR,O,O,,
3515,24,belum,NEG,O,O,,
3516,24,dimatikan,VBT,O,O,,
3517,24,oleh,IN,O,O,,
3518,24,PLN,NNP,O,O,,
3519,24,Makin,NN,O,O,,
3520,24,masuk,VB,O,O,,
3521,24,ke,IN,O,O,,
3522,24,dalam,IN,O,O,,
3523,24,kawasan,NN,O,O,,
3524,24,ini,PR,O,O,,
3525,24,",",",",O,O,,
3526,24,air,NN,O,O,,
3527,24,bakal,MD,O,O,,
3528,24,semakin,RB,O,O,,
3529,24,tinggi,JJ,O,O,,
3530,24,Heri,NNP,O,O,,
3531,24,memperkirakan,VB,O,O,,
3532,24,air,NN,O,O,,
3533,24,akan,MD,O,O,,
3534,24,surut,JJ,O,O,,
3535,24,sore,NN,O,O,,
3536,24,nanti,RB,O,O,,
3537,24,"""","""",O,O,,
3538,24,Paling,NN,O,O,,
3539,24,mentok,VBT,O,O,,
3540,24,magrib,NN,O,O,,
3541,24,surutnya,NN,O,O,,
3542,24,",",",",O,O,,
3543,24,"""","""",O,O,,
3544,24,tutupnya,VB,O,O,,
3545,25,Truk,NN,O,O,,
3546,25,Muat,NNP,O,O,,
3547,25,Minuman,NN,O,O,,
3548,25,Terguling,NNP,B-EVE,ACCIDENT-EVENT,,
3549,25,",",",",O,O,,
3550,25,Satu,CD,O,O,,
3551,25,Pejalan,NN,O,O,,
3552,25,Kaki,NN,O,O,,
3553,25,Tewas,JJ,O,O,,
3554,25,-,-,O,O,,
3555,25,-,NNP,O,O,,
3556,25,Situbondo,NNP,B-PLOC,Published-Arg,"(-7.754960492449021, 113.93247265267998)",2
3557,25,-,-,O,O,,
3558,25,Sebuah,NND,O,O,,
3559,25,truk,NN,B-ARG,Vehicle-Arg,,
3560,25,fuso,NN,O,O,,
3561,25,L,NNP,B-ARG,Plate-Arg,,
3562,25,8129,CD,I-ARG,Plate-Arg,,
3563,25,UA,NNP,I-ARG,Plate-Arg,,
3564,25,mengalami,VB,O,O,,
3565,25,kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,
3566,25,tunggal,JJ,I-EVE,ACCIDENT-EVENT,,
3567,25,di,IN,O,O,,
3568,25,jalan,NN,B-ARG,Street-Arg,,
3569,25,raya,JJ,I-ARG,Street-Arg,,
3570,25,pantura,NN,I-ARG,Street-Arg,,
3571,25,Situbondo,NNP,B-PLOC,Place-Arg,"(-7.754960492449021, 113.93247265267998)",2
3572,25,",",",",O,O,,
3573,25,Rabu,NNP,B-ARG,Time-Arg,,
3574,25,(,OP,O,O,,
3575,25,26/4/2017,DD,B-ARG,Time-Arg,,
3576,25,),CP,O,O,,
3577,25,sore,NN,O,O,,
3578,25,Truk,NN,B-ARG,Vehicle-Arg,,
3579,25,bermuatan,VBT,O,O,,
3580,25,minuman,NN,O,O,,
3581,25,itu,DT,O,O,,
3582,25,tiba,VBI,O,O,,
3583,25,-,-,O,O,,
3584,25,tiba,VBI,O,O,,
3585,25,terguling,VBI,B-EVE,ACCIDENT-EVENT,,
3586,25,",",",",O,O,,
3587,25,saat,SC,O,O,,
3588,25,melintas,VBT,O,O,,
3589,25,di,IN,O,O,,
3590,25,jalan,NN,B-ARG,Street-Arg,,
3591,25,raya,JJ,I-ARG,Street-Arg,,
3592,25,Desa,NN,B-LOC,Place-Arg,"(-7.752553236918625, 114.18068760513947)",4
3593,25,Curahkalak,NNP,I-LOC,Place-Arg,,
3594,25,",",",",O,O,,
3595,25,Kecamatan,NNP,B-PLOC,Place-Arg,"(-7.741669275227407, 114.18339469710342)",3
3596,25,Jangkar,NNP,I-PLOC,Place-Arg,,
3597,25,Akibat,IN,O,O,,
3598,25,kejadian,NN,O,O,,
3599,25,tersebut,PR,O,O,,
3600,25,",",",",O,O,,
3601,25,sebagian,CDI,O,O,,
3602,25,muatan,NN,O,O,,
3603,25,truk,NN,B-ARG,Vehicle-Arg,,
3604,25,fuso,NN,O,O,,
3605,25,itu,PR,O,O,,
3606,25,langsung,RB,O,O,,
3607,25,tumpah,VBI,O,O,,
3608,25,dan,CC,O,O,,
3609,25,berserakan,VBI,O,O,,
3610,25,di,IN,O,O,,
3611,25,tepi,JJ,O,O,,
3612,25,jalan,NN,O,O,,
3613,25,Ironisnya,NNP,O,O,,
3614,25,",",",",O,O,,
3615,25,seorang,NN,O,O,,
3616,25,pejalan,NN,O,O,,
3617,25,kaki,NN,O,O,,
3618,25,yang,SC,O,O,,
3619,25,ada,VBI,O,O,,
3620,25,di,IN,O,O,,
3621,25,tepi,JJ,O,O,,
3622,25,jalan,NN,O,O,,
3623,25,turut,VB,O,O,,
3624,25,menjadi,VB,O,O,,
3625,25,korban,NN,O,O,,
3626,25,Tubuh,NN,O,O,,
3627,25,Pak,NN,O,O,,
3628,25,Didi,NNP,O,O,,
3629,25,(,OP,O,O,,
3630,25,60),NN,O,O,,
3631,25,",",",",O,O,,
3632,25,tertabrak,VBI,B-EVE,ACCIDENT-EVENT,,
3633,25,dan,CC,O,O,,
3634,25,sempat,MD,O,O,,
3635,25,terseret,VBT,O,O,,
3636,25,bodi,NN,O,O,,
3637,25,truk,NN,O,O,,
3638,25,yang,SC,O,O,,
3639,25,terguling,VBI,B-EVE,ACCIDENT-EVENT,,
3640,25,hingga,IN,O,O,,
3641,25,beberapa,CDI,O,O,,
3642,25,meter,NN,O,O,,
3643,25,Pria,NN,O,O,,
3644,25,warga,NN,O,O,,
3645,25,setempat,NN,O,O,,
3646,25,itu,PR,O,O,,
3647,25,tewas,JJ,B-ARG,DeathVictim-Arg,,
3648,25,seketika,RB,O,O,,
3649,25,dengan,IN,O,O,,
3650,25,kondisi,NN,O,O,,
3651,25,mengenaskan,VBT,O,O,,
3652,25,Bagian,NN,O,O,,
3653,25,kepalanya,IN,O,O,,
3654,25,hancur,RB,O,O,,
3655,25,Jasad,NN,O,O,,
3656,25,korban,NN,O,O,,
3657,25,ini,PR,O,O,,
3658,25,langsung,RB,O,O,,
3659,25,dibawa,VB,O,O,,
3660,25,ke,IN,O,O,,
3661,25,kamar,NN,O,O,,
3662,25,jenazah,NN,O,O,,
3663,25,RSUD,NN,B-ORG,Hospital-Arg,,
3664,25,Asembagus,NNP,I-ORG,Hospital-Arg,,
3665,25,"""","""",O,O,,
3666,25,Sebelum,SC,O,O,,
3667,25,kejadian,NN,O,O,,
3668,25,",",",",O,O,,
3669,25,Pak,NN,O,O,,
3670,25,Didi,NN,O,O,,
3671,25,ini,PR,O,O,,
3672,25,sempat,MD,O,O,,
3673,25,jalan,NN,O,O,,
3674,25,kaki,NN,O,O,,
3675,25,ke,IN,O,O,,
3676,25,timur,NN,O,O,,
3677,25,lewat,NN,O,O,,
3678,25,di,IN,O,O,,
3679,25,depan,NN,O,O,,
3680,25,toko,NN,O,O,,
3681,25,di,IN,O,O,,
3682,25,sisi,NN,O,O,,
3683,25,utara,NN,O,O,,
3684,25,jalan,NN,O,O,,
3685,25,Sempat,MD,O,O,,
3686,25,disapa,VBT,O,O,,
3687,25,warga,NN,O,O,,
3688,25,mau,MD,O,O,,
3689,25,kemana,WP,O,O,,
3690,25,",",",",O,O,,
3691,25,dia,PRP,O,O,,
3692,25,menjawab,VB,O,O,,
3693,25,mau,MD,O,O,,
3694,25,ngarit,NN,O,O,,
3695,25,Tapi,CC,O,O,,
3696,25,kejadian,NN,O,O,,
3697,25,kecelakaannya,JJ,O,O,,
3698,25,bagaimana,WP,O,O,,
3699,25,",",",",O,O,,
3700,25,saya,PRP,O,O,,
3701,25,tidak,NEG,O,O,,
3702,25,tahu,NN,O,O,,
3703,25,",",",",O,O,,
3704,25,"""","""",O,O,,
3705,25,kata,VB,O,O,,
3706,25,H,NNP,O,O,,
3707,25,Farjan,NNP,O,O,,
3708,25,",",",",O,O,,
3709,25,warga,NN,O,O,,
3710,25,setempat,NN,O,O,,
3711,25,Tahu,VBI,O,O,,
3712,25,truknya,NN,O,O,,
3713,25,menelan,VBT,O,O,,
3714,25,korban,NN,O,O,,
3715,25,jiwa,NN,O,O,,
3716,25,",",",",O,O,,
3717,25,sopir,NN,O,O,,
3718,25,truk,NN,O,O,,
3719,25,",",",",O,O,,
3720,25,I,NNP,O,O,,
3721,25,Kayan,NNP,O,O,,
3722,25,Budiasa,NNP,O,O,,
3723,25,(,OP,O,O,,
3724,25,48),NN,O,O,,
3725,25,",",",",O,O,,
3726,25,warga,NN,O,O,,
3727,25,Jembrana,NNP,O,O,,
3728,25,",",",",O,O,,
3729,25,Bali,NNP,O,O,,
3730,25,",",",",O,O,,
3731,25,sempat,MD,O,O,,
3732,25,melarikan,VBT,O,O,,
3733,25,diri,NN,O,O,,
3734,25,ke,IN,O,O,,
3735,25,arah,NN,O,O,,
3736,25,persawahan,NN,O,O,,
3737,25,sekitar,RB,O,O,,
3738,25,Dia,PRP,O,O,,
3739,25,kabur,NN,O,O,,
3740,25,diduga,VB,O,O,,
3741,25,karena,SC,O,O,,
3742,25,khawatir,JJ,O,O,,
3743,25,jadi,SC,O,O,,
3744,25,sasaran,NN,O,O,,
3745,25,kemarahan,NN,O,O,,
3746,25,massa,NN,O,O,,
3747,25,Namun,CC,O,O,,
3748,25,",",",",O,O,,
3749,25,si,DT,O,O,,
3750,25,sopir,NN,O,O,,
3751,25,akhirnya,RB,O,O,,
3752,25,berhasil,VB,O,O,,
3753,25,diamankan,VBT,O,O,,
3754,25,dan,CC,O,O,,
3755,25,langsung,RB,O,O,,
3756,25,dibawa,VB,O,O,,
3757,25,ke,IN,O,O,,
3758,25,kantor,NN,O,O,,
3759,25,polisi,NN,O,O,,
3760,25,terdekat,JJ,O,O,,
3761,25,Keterangan,NN,O,O,,
3762,25,detikcom,NN,B-ORG,Reporter-Arg,,
3763,25,menyebutkan,VB,O,O,,
3764,25,",",",",O,O,,
3765,25,kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,
3766,25,tunggal,JJ,I-EVE,ACCIDENT-EVENT,,
3767,25,itu,PR,O,O,,
3768,25,terjadi,VB,O,O,,
3769,25,saat,NN,O,O,,
3770,25,truk,NN,B-ARG,Vehicle-Arg,,
3771,25,L,NNP,B-ARG,Plate-Arg,,
3772,25,8129,CDP,I-ARG,Plate-Arg,,
3773,25,UA,NN,I-ARG,Plate-Arg,,
3774,25,melaju,VBT,O,O,,
3775,25,dari,IN,O,O,,
3776,25,arah,NN,O,O,,
3777,25,Surabaya,NNP,B-PLOC,From-Arg,"(-7.2738030882994495, 112.72653793278619)",2
3778,25,Sesampainya,NN,O,O,,
3779,25,di,IN,O,O,,
3780,25,lokasi,NN,O,O,,
3781,25,kejadian,NN,O,O,,
3782,25,",",",",O,O,,
3783,25,yakni,VBT,O,O,,
3784,25,di,IN,O,O,,
3785,25,jalan,NN,B-PLOC,Place-Arg,"(-7.741669275227407, 114.18339469710342)",3
3786,25,raya,JJ,I-PLOC,Place-Arg,,
3787,25,Desa,NN,I-PLOC,Place-Arg,,
3788,25,Curahkalak,NNP,I-LOC,Place-Arg,"(-7.752553236918625, 114.18068760513947)",4
3789,25,",",",",O,O,,
3790,25,Kecamatan,NNP,B-PLOC,Place-Arg,"(-7.741669275227407, 114.18339469710342)",3
3791,25,Jangkar,NNP,I-PLOC,Place-Arg,,
3792,25,",",",",O,O,,
3793,25,konon,NN,O,O,,
3794,25,dari,IN,O,O,,
3795,25,arah,NN,O,O,,
3796,25,berlawanan,VBI,O,O,,
3797,25,mendadak,RB,O,O,,
3798,25,ada,VB,O,O,,
3799,25,mobil,NN,O,O,,
3800,25,yang,SC,O,O,,
3801,25,menyalip,VBT,O,O,,
3802,25,kendaraan,NN,O,O,,
3803,25,di,IN,O,O,,
3804,25,depannya,NN,O,O,,
3805,25,Khawatir,JJ,O,O,,
3806,25,terjadi,VB,O,O,,
3807,25,tabrakan,NN,B-EVE,ACCIDENT-EVENT,,
3808,25,",",",",O,O,,
3809,25,sopir,NN,O,O,,
3810,25,truk,NN,B-ARG,Vehicle-Arg,,
3811,25,langsung,JJ,O,O,,
3812,25,banting,NN,O,O,,
3813,25,setir,NN,O,O,,
3814,25,ke,IN,O,O,,
3815,25,kiri,NN,O,O,,
3816,25,Namun,CC,O,O,,
3817,25,",",",",O,O,,
3818,25,upaya,NN,O,O,,
3819,25,menghindar,VBT,O,O,,
3820,25,itu,DT,O,O,,
3821,25,justru,RB,O,O,,
3822,25,kebablasan,NN,O,O,,
3823,25,hingga,IN,O,O,,
3824,25,truknya,NN,O,O,,
3825,25,terguling,VBI,B-EVE,ACCIDENT-EVENT,,
3826,25,dan,CC,O,O,,
3827,25,menabrak,VBT,B-EVE,ACCIDENT-EVENT,,
3828,25,pejalan,NN,O,O,,
3829,25,kaki,NN,O,O,,
3830,25,"""","""",O,O,,
3831,25,Satu,CD,B-ARG,DeathVictim-Arg,,
3832,25,korban,NN,I-ARG,DeathVictim-Arg,,
3833,25,meninggal,VBI,I-ARG,DeathVictim-Arg,,
3834,25,pejalan,NN,O,O,,
3835,25,kaki,NN,O,O,,
3836,25,Korban,NN,O,O,,
3837,25,meninggal,VBI,O,O,,
3838,25,ini,DT,O,O,,
3839,25,akibat,IN,O,O,,
3840,25,tertabrak,VBT,O,O,,
3841,25,truk,NN,O,O,,
3842,25,Menurut,IN,O,O,,
3843,25,keterangan,NN,O,O,,
3844,25,",",",",O,O,,
3845,25,truk,NN,B-ARG,Vehicle-Arg,,
3846,25,terguling,VBI,O,O,,
3847,25,setelah,SC,O,O,,
3848,25,berusaha,VBI,O,O,,
3849,25,menghindari,VBT,O,O,,
3850,25,kecelakaan,NN,B-EVE,ACCIDENT-EVENT,,
3851,25,dengan,IN,O,O,,
3852,25,mobil,NN,B-ARG,Vehicle-Arg,,
3853,25,yang,SC,O,O,,
3854,25,datang,VBI,O,O,,
3855,25,dari,IN,O,O,,
3856,25,arah,NN,O,O,,
3857,25,berlawanan,VBI,O,O,,
3858,25,Tapi,CC,O,O,,
3859,25,semuanya,NN,O,O,,
3860,25,masih,MD,O,O,,
3861,25,akan,MD,O,O,,
3862,25,kita,PRP,O,O,,
3863,25,dalami,IN,O,O,,
3864,25,",",",",O,O,,
3865,25,"""","""",O,O,,
3866,25,tandas,JJ,O,O,,
3867,25,Kanit,NNP,B-ORG,OfficerOfficial-Arg,,
3868,25,Laka,NNP,I-ORG,OfficerOfficial-Arg,,
3869,25,Satlantas,NNP,I-ORG,OfficerOfficial-Arg,,
3870,25,Polres,NNP,I-ORG,OfficerOfficial-Arg,,
3871,25,Situbondo,NNP,B-PLOC,Place-Arg,"(-7.752553236918625, 114.18068760513947)",2
3872,25,",",",",O,O,,
3873,25,Iptu,NNP,O,O,,
3874,25,Sutanto,NNP,O,O,,
3875,26,Pemotor,NN,O,,,
3876,26,yang,SC,O,O,,
3877,26,Tewas,JJ,B-ARG,DeathVictim-Arg,,
3878,26,Tabrak,NN,B-EVE,ACCIDENT-EVENT,,
3879,26,Tiang,JJ,O,O,,
3880,26,Beton,NN,O,O,,
3881,26,Fly,FW,O,O,,
3882,26,Over,FW,O,O,,
3883,26,Jl,NNP,B-ARG,Street-Arg,,
3884,26,Antasari,NNP,I-ARG,Street-Arg,,
3885,26,Masih,MD,O,O,,
3886,26,Pelajar,NNP,O,O,,
3887,26,-,-,O,O,,
3888,26,-,NNP,O,O,,
3889,26,Jakarta,NNP,B-PLOC,Published-Arg,"(-6.197602429787846, 106.83139222722116)",2
3890,26,-,-,O,O,,
3891,26,Motor,NNP,B-ARG,Vehicle-Arg,,
3892,26,Yamaha,NNP,I-ARG,Vehicle-Arg,,
3893,26,Mio,NNP,I-ARG,Vehicle-Arg,,
3894,26,menabrak,VBT,B-EVE,ACCIDENT-EVENT,,
3895,26,tiang,NN,O,O,,
3896,26,beton,NN,O,O,,
3897,26,fly,NN,O,O,,
3898,26,over,FW,O,O,,
3899,26,Jalan,NN,B-ARG,Street-Arg,,
3900,26,Antasari,NNP,I-ARG,Street-Arg,,
3901,26,",",",",O,O,,
3902,26,Jakarta,NNP,B-PLOC,Place-Arg,"(-6.256679776683385, 106.81568629190677)",2
3903,26,Selatan,NNP,I-PLOC,Place-Arg,,
3904,26,",",",",O,O,,
3905,26,Rabu,NNP,B-ARG,Time-Arg,,
